"TREE_UNIQUE_ID","PLOT_UNIQUE_ID","SPCD","PLOT","SUBPLOT","SPCDS","COUNTYCD","STATECD","PLT_CN","INVYR","CYCLE","MEASYEAR","CN","COND_CN","CONDID","STATUSCD","DIA","HT","TPA_UNADJ","last_meas_year","last_status","last_DIA","next_meas_year","is_sapling_measured","new_sapling","sapling_sapling","sapling_tree","sapling_dead","sapling_removed","sapling_vanishes_next_year","sapling_not_sampled","sapling_not_measured"
"9_1_11_217_1_24","9_1_11_217",316,217,1,1,11,9,55918149010538,2003,5,2003,55918187010538,55918151010538,1,1,2.4,25,74.965282,NA,NA,NA,2008,TRUE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_11_217_1_24","9_1_11_217",316,217,1,1,11,9,119774141010661,2008,6,2008,207502779010661,207502764010661,1,1,2.4,25,74.965282,2003,1,2.4,2014,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_11_217_1_24","9_1_11_217",316,217,1,1,11,9,14167126020004,2013,7,2014,255171128489998,255171112489998,1,1,2.5,26,74.965282,2008,1,2.4,2020,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_11_217_1_24","9_1_11_217",316,217,1,1,11,9,567481527126144,2020,8,2020,1225590149290487,1225590135290487,1,2,NA,NA,NA,2014,1,2.5,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,FALSE,FALSE
"9_1_11_218_2_11","9_1_11_218",316,218,2,1,11,9,168930815010661,2010,6,2010,242155881010661,242155861010661,1,1,1,14,74.965282,NA,NA,NA,2016,TRUE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_11_218_2_11","9_1_11_218",316,218,2,1,11,9,304031867489998,2016,7,2016,459831878489998,459831855489998,1,0,NA,NA,NA,2010,1,1,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,TRUE,FALSE
"9_1_11_218_2_7","9_1_11_218",316,218,2,1,11,9,74335835010538,2006,5,2006,74335870010538,74335843010538,2,1,2.7,27,74.965282,NA,NA,NA,2010,TRUE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_11_218_2_7","9_1_11_218",316,218,2,1,11,9,168930815010661,2010,6,2010,242155877010661,242155861010661,1,1,3,29,74.965282,2006,1,2.7,2016,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_11_218_2_7","9_1_11_218",316,218,2,1,11,9,304031867489998,2016,7,2016,459831874489998,459831855489998,1,1,3.9,28,74.965282,2010,1,3,NA,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"9_1_11_218_2_8","9_1_11_218",372,218,2,1,11,9,74335835010538,2006,5,2006,74335872010538,74335843010538,2,1,4,35,74.965282,NA,NA,NA,2010,TRUE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_11_218_2_8","9_1_11_218",372,218,2,1,11,9,168930815010661,2010,6,2010,242155878010661,242155861010661,1,1,4,35,74.965282,2006,1,4,2016,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_11_218_2_8","9_1_11_218",372,218,2,1,11,9,304031867489998,2016,7,2016,459831875489998,459831855489998,1,1,4.2,36,74.965282,2010,1,4,NA,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"9_1_11_218_3_3","9_1_11_218",316,218,3,1,11,9,74335835010538,2006,5,2006,74335882010538,74335843010538,2,1,1.8,21,74.965282,NA,NA,NA,2010,TRUE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_11_218_3_3","9_1_11_218",316,218,3,1,11,9,168930815010661,2010,6,2010,242155889010661,242155861010661,1,1,2,22,74.965282,2006,1,1.8,2016,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_11_218_3_3","9_1_11_218",316,218,3,1,11,9,304031867489998,2016,7,2016,459831886489998,459831855489998,1,1,2.3,20,74.965282,2010,1,2,NA,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"9_1_11_218_3_4","9_1_11_218",316,218,3,1,11,9,74335835010538,2006,5,2006,74335884010538,74335843010538,2,1,2,22,74.965282,NA,NA,NA,2010,TRUE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_11_218_3_4","9_1_11_218",316,218,3,1,11,9,168930815010661,2010,6,2010,242155890010661,242155861010661,1,1,2.1,23,74.965282,2006,1,2,2016,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_11_218_3_4","9_1_11_218",316,218,3,1,11,9,304031867489998,2016,7,2016,459831887489998,459831855489998,1,1,2.3,20,74.965282,2010,1,2.1,NA,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"9_1_11_218_3_5","9_1_11_218",762,218,3,1,11,9,168930815010661,2010,6,2010,242155891010661,242155861010661,1,1,4.2,36,74.965282,NA,NA,NA,2016,TRUE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_11_218_3_5","9_1_11_218",762,218,3,1,11,9,304031867489998,2016,7,2016,459831888489998,459831855489998,1,1,4.2,32,74.965282,2010,1,4.2,NA,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"9_1_11_248_1_1","9_1_11_248",391,248,1,1,11,9,55923203010538,2004,5,2004,62173103010538,62173076010538,1,1,2.6,20,74.965282,NA,NA,NA,2009,TRUE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_11_248_1_1","9_1_11_248",391,248,1,1,11,9,144992393010661,2009,6,2009,224828611010661,224828592010661,1,1,2.9,22,74.965282,2004,1,2.6,2015,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_11_248_1_1","9_1_11_248",391,248,1,1,11,9,168249122020004,2015,7,2015,352236566489998,352236555489998,1,1,3.4,29,74.965282,2009,1,2.9,NA,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"9_1_11_248_1_2","9_1_11_248",391,248,1,1,11,9,55923203010538,2004,5,2004,62173105010538,62173076010538,1,1,2.4,15,74.965282,NA,NA,NA,2009,TRUE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_11_248_1_2","9_1_11_248",391,248,1,1,11,9,144992393010661,2009,6,2009,224828612010661,224828592010661,1,1,2.6,18,74.965282,2004,1,2.4,2015,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_11_248_1_2","9_1_11_248",391,248,1,1,11,9,168249122020004,2015,7,2015,352236567489998,352236555489998,1,2,NA,NA,NA,2009,1,2.6,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,FALSE,FALSE
"9_1_11_248_1_8","9_1_11_248",318,248,1,1,11,9,55923203010538,2004,5,2004,62173115010538,62173076010538,1,1,2.1,28,74.965282,NA,NA,NA,2009,TRUE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_11_248_1_8","9_1_11_248",318,248,1,1,11,9,144992393010661,2009,6,2009,224828617010661,224828592010661,1,1,2.5,39,74.965282,2004,1,2.1,2015,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_11_248_1_8","9_1_11_248",318,248,1,1,11,9,168249122020004,2015,7,2015,352236572489998,352236555489998,1,1,3.2,43,74.965282,2009,1,2.5,NA,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"9_1_11_248_3_6","9_1_11_248",935,248,3,1,11,9,55923203010538,2004,5,2004,62173141010538,62173076010538,1,1,1.2,10,74.965282,NA,NA,NA,2009,TRUE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_11_248_3_6","9_1_11_248",935,248,3,1,11,9,144992393010661,2009,6,2009,224828632010661,224828592010661,1,2,NA,NA,NA,2004,1,1.2,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,FALSE,FALSE
"9_1_11_248_3_7","9_1_11_248",935,248,3,1,11,9,55923203010538,2004,5,2004,62173143010538,62173076010538,1,1,1.4,13,74.965282,NA,NA,NA,2009,TRUE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_11_248_3_7","9_1_11_248",935,248,3,1,11,9,144992393010661,2009,6,2009,224828633010661,224828592010661,1,1,1.9,25,74.965282,2004,1,1.4,2015,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_11_248_3_7","9_1_11_248",935,248,3,1,11,9,168249122020004,2015,7,2015,352236587489998,352236555489998,1,2,NA,NA,NA,2009,1,1.9,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,FALSE,FALSE
"9_1_11_248_3_8","9_1_11_248",391,248,3,1,11,9,55923203010538,2004,5,2004,62173145010538,62173076010538,1,1,1.6,14,74.965282,NA,NA,NA,2009,TRUE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_11_248_3_8","9_1_11_248",391,248,3,1,11,9,144992393010661,2009,6,2009,224828634010661,224828592010661,1,1,1.9,23,74.965282,2004,1,1.6,2015,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_11_248_3_8","9_1_11_248",391,248,3,1,11,9,168249122020004,2015,7,2015,352236588489998,352236555489998,1,1,2.2,24,74.965282,2009,1,1.9,NA,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"9_1_11_248_3_9","9_1_11_248",935,248,3,1,11,9,55923203010538,2004,5,2004,62173147010538,62173076010538,1,1,1.1,9,74.965282,NA,NA,NA,2009,TRUE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_11_248_3_9","9_1_11_248",935,248,3,1,11,9,144992393010661,2009,6,2009,224828635010661,224828592010661,1,1,1.2,12,74.965282,2004,1,1.1,2015,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_11_248_3_9","9_1_11_248",935,248,3,1,11,9,168249122020004,2015,7,2015,352236589489998,352236555489998,1,2,NA,NA,NA,2009,1,1.2,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,FALSE,FALSE
"9_1_11_24_1_27","9_1_11_24",316,24,1,1,11,9,55918323010538,2003,5,2003,55918357010538,55918325010538,1,1,4.3,37,74.965282,NA,NA,NA,2009,TRUE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_11_24_1_27","9_1_11_24",316,24,1,1,11,9,119774297010661,2008,6,2009,207502864010661,207502851010661,1,2,NA,NA,NA,2003,1,4.3,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,FALSE,FALSE
"9_1_11_24_1_28","9_1_11_24",356,24,1,1,11,9,55918323010538,2003,5,2003,55918359010538,55918325010538,1,1,2,22,74.965282,NA,NA,NA,2009,TRUE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_11_24_1_28","9_1_11_24",356,24,1,1,11,9,119774297010661,2008,6,2009,207502865010661,207502851010661,1,2,NA,NA,NA,2003,1,2,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,FALSE,FALSE
"9_1_11_264_1_1","9_1_11_264",356,264,1,1,11,9,55922770010538,2004,5,2004,62172718010538,62172643010538,1,1,1,14,74.965282,NA,NA,NA,2008,TRUE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_11_264_1_1","9_1_11_264",356,264,1,1,11,9,119774129010661,2008,6,2008,207503012010661,207503006010661,1,1,1.2,16,74.965282,2004,1,1,2013,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_11_264_1_1","9_1_11_264",356,264,1,1,11,9,14167108020004,2013,7,2013,255170375489998,255170367489998,1,1,1.3,17,74.965282,2008,1,1.2,2021,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_11_264_1_1","9_1_11_264",356,264,1,1,11,9,567481520126144,2020,8,2021,1225589882290487,1225589875290487,1,1,1.3,19,74.965282,2013,1,1.3,NA,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"9_1_11_264_1_10","9_1_11_264",693,264,1,1,11,9,55922770010538,2004,5,2004,62172736010538,62172643010538,1,1,2.8,28,74.965282,NA,NA,NA,2008,TRUE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_11_264_1_10","9_1_11_264",693,264,1,1,11,9,119774129010661,2008,6,2008,207503021010661,207503006010661,1,1,3.2,30,74.965282,2004,1,2.8,2013,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_11_264_1_10","9_1_11_264",693,264,1,1,11,9,14167108020004,2013,7,2013,255170384489998,255170367489998,1,1,3.5,32,74.965282,2008,1,3.2,2021,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_11_264_1_10","9_1_11_264",693,264,1,1,11,9,567481520126144,2020,8,2021,1225589890290487,1225589875290487,1,1,3.9,42,74.965282,2013,1,3.5,NA,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"9_1_11_264_1_2","9_1_11_264",356,264,1,1,11,9,55922770010538,2004,5,2004,62172720010538,62172643010538,1,1,1.8,21,74.965282,NA,NA,NA,2008,TRUE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_11_264_1_2","9_1_11_264",356,264,1,1,11,9,119774129010661,2008,6,2008,207503013010661,207503006010661,1,1,1.8,21,74.965282,2004,1,1.8,2013,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_11_264_1_2","9_1_11_264",356,264,1,1,11,9,14167108020004,2013,7,2013,255170376489998,255170367489998,1,1,1.9,21,74.965282,2008,1,1.8,2021,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_11_264_1_2","9_1_11_264",356,264,1,1,11,9,567481520126144,2020,8,2021,1225589883290487,1225589875290487,1,1,1.9,25,74.965282,2013,1,1.9,NA,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"9_1_11_264_1_3","9_1_11_264",931,264,1,1,11,9,55922770010538,2004,5,2004,62172722010538,62172643010538,1,1,2.3,24,74.965282,NA,NA,NA,2008,TRUE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_11_264_1_3","9_1_11_264",931,264,1,1,11,9,119774129010661,2008,6,2008,207503014010661,207503006010661,1,1,2.7,27,74.965282,2004,1,2.3,2013,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_11_264_1_3","9_1_11_264",931,264,1,1,11,9,14167108020004,2013,7,2013,255170377489998,255170367489998,1,1,3,29,74.965282,2008,1,2.7,2021,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_11_264_1_3","9_1_11_264",931,264,1,1,11,9,567481520126144,2020,8,2021,1225589884290487,1225589875290487,1,1,3.3,41,74.965282,2013,1,3,NA,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"9_1_11_264_1_4","9_1_11_264",837,264,1,1,11,9,55922770010538,2004,5,2004,62172724010538,62172643010538,1,1,1.8,21,74.965282,NA,NA,NA,2008,TRUE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_11_264_1_4","9_1_11_264",837,264,1,1,11,9,119774129010661,2008,6,2008,207503015010661,207503006010661,1,1,2.1,23,74.965282,2004,1,1.8,2013,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_11_264_1_4","9_1_11_264",837,264,1,1,11,9,14167108020004,2013,7,2013,255170378489998,255170367489998,1,1,2.3,24,74.965282,2008,1,2.1,2021,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_11_264_1_4","9_1_11_264",837,264,1,1,11,9,567481520126144,2020,8,2021,1225589885290487,1225589875290487,1,1,2.7,28,74.965282,2013,1,2.3,NA,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"9_1_11_264_1_5","9_1_11_264",693,264,1,1,11,9,55922770010538,2004,5,2004,62172726010538,62172643010538,1,1,2.7,27,74.965282,NA,NA,NA,2008,TRUE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_11_264_1_5","9_1_11_264",693,264,1,1,11,9,119774129010661,2008,6,2008,207503016010661,207503006010661,1,1,2.8,28,74.965282,2004,1,2.7,2013,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_11_264_1_5","9_1_11_264",693,264,1,1,11,9,14167108020004,2013,7,2013,255170379489998,255170367489998,1,1,2.8,28,74.965282,2008,1,2.8,2021,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_11_264_1_5","9_1_11_264",693,264,1,1,11,9,567481520126144,2020,8,2021,1225589886290487,1225589875290487,1,1,2.8,30,74.965282,2013,1,2.8,NA,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"9_1_11_264_1_6","9_1_11_264",693,264,1,1,11,9,55922770010538,2004,5,2004,62172728010538,62172643010538,1,1,1.1,15,74.965282,NA,NA,NA,2008,TRUE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_11_264_1_6","9_1_11_264",693,264,1,1,11,9,119774129010661,2008,6,2008,207503017010661,207503006010661,1,1,1.1,15,74.965282,2004,1,1.1,2013,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_11_264_1_6","9_1_11_264",693,264,1,1,11,9,14167108020004,2013,7,2013,255170380489998,255170367489998,1,1,1.1,15,74.965282,2008,1,1.1,2021,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_11_264_1_6","9_1_11_264",693,264,1,1,11,9,567481520126144,2020,8,2021,1225589887290487,1225589875290487,1,2,NA,NA,NA,2013,1,1.1,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,FALSE,FALSE
"9_1_11_264_1_7","9_1_11_264",693,264,1,1,11,9,55922770010538,2004,5,2004,62172730010538,62172643010538,1,1,1.1,15,74.965282,NA,NA,NA,2008,TRUE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_11_264_1_7","9_1_11_264",693,264,1,1,11,9,119774129010661,2008,6,2008,207503018010661,207503006010661,1,1,1.2,16,74.965282,2004,1,1.1,2013,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_11_264_1_7","9_1_11_264",693,264,1,1,11,9,14167108020004,2013,7,2013,255170381489998,255170367489998,1,2,NA,NA,NA,2008,1,1.2,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,FALSE,FALSE
"9_1_11_264_1_8","9_1_11_264",693,264,1,1,11,9,55922770010538,2004,5,2004,62172732010538,62172643010538,1,1,1.3,17,74.965282,NA,NA,NA,2008,TRUE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_11_264_1_8","9_1_11_264",693,264,1,1,11,9,119774129010661,2008,6,2008,207503019010661,207503006010661,1,1,1.4,17,74.965282,2004,1,1.3,2013,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_11_264_1_8","9_1_11_264",693,264,1,1,11,9,14167108020004,2013,7,2013,255170382489998,255170367489998,1,1,1.4,17,74.965282,2008,1,1.4,2021,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_11_264_1_8","9_1_11_264",693,264,1,1,11,9,567481520126144,2020,8,2021,1225589888290487,1225589875290487,1,1,1.3,26,74.965282,2013,1,1.4,NA,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"9_1_11_264_1_9","9_1_11_264",693,264,1,1,11,9,55922770010538,2004,5,2004,62172734010538,62172643010538,1,1,1.3,17,74.965282,NA,NA,NA,2008,TRUE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_11_264_1_9","9_1_11_264",693,264,1,1,11,9,119774129010661,2008,6,2008,207503020010661,207503006010661,1,1,1.3,17,74.965282,2004,1,1.3,2013,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_11_264_1_9","9_1_11_264",693,264,1,1,11,9,14167108020004,2013,7,2013,255170383489998,255170367489998,1,1,1.3,17,74.965282,2008,1,1.3,2021,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_11_264_1_9","9_1_11_264",693,264,1,1,11,9,567481520126144,2020,8,2021,1225589889290487,1225589875290487,1,1,1.3,21,74.965282,2013,1,1.3,NA,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"9_1_11_264_3_1","9_1_11_264",931,264,3,1,11,9,55922770010538,2004,5,2004,62172680010538,62172643010538,1,1,4.6,38,74.965282,NA,NA,NA,2008,TRUE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_11_264_3_1","9_1_11_264",931,264,3,1,11,9,119774129010661,2008,6,2008,207503037010661,207503006010661,1,1,5.5,51,6.018046,2004,1,4.6,2013,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_11_264_3_1","9_1_11_264",931,264,3,1,11,9,14167108020004,2013,7,2013,255170400489998,255170367489998,1,1,6.6,57,6.018046,2008,1,5.5,2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_11_264_3_1","9_1_11_264",931,264,3,1,11,9,567481520126144,2020,8,2021,1225589906290487,1225589875290487,1,1,8.4,65,6.018046,2013,1,6.6,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_11_264_3_2","9_1_11_264",316,264,3,1,11,9,55922770010538,2004,5,2004,62172682010538,62172643010538,1,1,1.4,17,74.965282,NA,NA,NA,2008,TRUE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_11_264_3_2","9_1_11_264",316,264,3,1,11,9,119774129010661,2008,6,2008,207503038010661,207503006010661,1,2,NA,NA,NA,2004,1,1.4,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,FALSE,FALSE
"9_1_11_264_4_1","9_1_11_264",693,264,4,1,11,9,55922770010538,2004,5,2004,62172698010538,62172643010538,1,1,1,14,74.965282,NA,NA,NA,2008,TRUE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_11_264_4_1","9_1_11_264",693,264,4,1,11,9,119774129010661,2008,6,2008,207503046010661,207503006010661,1,1,1.1,15,74.965282,2004,1,1,2013,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_11_264_4_1","9_1_11_264",693,264,4,1,11,9,14167108020004,2013,7,2013,255170409489998,255170367489998,1,1,1.1,15,74.965282,2008,1,1.1,2021,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_11_264_4_1","9_1_11_264",693,264,4,1,11,9,567481520126144,2020,8,2021,1225589915290487,1225589875290487,1,2,NA,NA,NA,2013,1,1.1,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,FALSE,FALSE
"9_1_11_264_4_2","9_1_11_264",693,264,4,1,11,9,55922770010538,2004,5,2004,62172700010538,62172643010538,1,1,3.6,33,74.965282,NA,NA,NA,2008,TRUE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_11_264_4_2","9_1_11_264",693,264,4,1,11,9,119774129010661,2008,6,2008,207503047010661,207503006010661,1,1,3.6,33,74.965282,2004,1,3.6,2013,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_11_264_4_2","9_1_11_264",693,264,4,1,11,9,14167108020004,2013,7,2013,255170410489998,255170367489998,1,1,3.6,33,74.965282,2008,1,3.6,2021,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_11_264_4_2","9_1_11_264",693,264,4,1,11,9,567481520126144,2020,8,2021,1225589916290487,1225589875290487,1,1,3.6,27,74.965282,2013,1,3.6,NA,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"9_1_11_264_4_3","9_1_11_264",316,264,4,1,11,9,55922770010538,2004,5,2004,62172702010538,62172643010538,1,1,1.1,15,74.965282,NA,NA,NA,2008,TRUE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_11_264_4_3","9_1_11_264",316,264,4,1,11,9,119774129010661,2008,6,2008,207503048010661,207503006010661,1,1,1.2,16,74.965282,2004,1,1.1,2013,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_11_264_4_3","9_1_11_264",316,264,4,1,11,9,14167108020004,2013,7,2013,255170411489998,255170367489998,1,1,1.2,16,74.965282,2008,1,1.2,2021,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_11_264_4_3","9_1_11_264",316,264,4,1,11,9,567481520126144,2020,8,2021,1225589917290487,1225589875290487,1,2,NA,NA,NA,2013,1,1.2,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,FALSE,FALSE
"9_1_11_264_4_4","9_1_11_264",316,264,4,1,11,9,55922770010538,2004,5,2004,62172704010538,62172643010538,1,1,4.3,37,74.965282,NA,NA,NA,2008,TRUE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_11_264_4_4","9_1_11_264",316,264,4,1,11,9,119774129010661,2008,6,2008,207503049010661,207503006010661,1,1,4.6,38,74.965282,2004,1,4.3,2013,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_11_264_4_4","9_1_11_264",316,264,4,1,11,9,14167108020004,2013,7,2013,255170412489998,255170367489998,1,1,4.6,38,74.965282,2008,1,4.6,2021,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_11_264_4_4","9_1_11_264",316,264,4,1,11,9,567481520126144,2020,8,2021,1225589918290487,1225589875290487,1,1,4.7,32,74.965282,2013,1,4.6,NA,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"9_1_11_266_2_1","9_1_11_266",806,266,2,1,11,9,74336203010538,2006,5,2007,74336276010538,74336208010538,1,1,2.2,24,74.965282,NA,NA,NA,2012,TRUE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
